id,tipo,texto,documento_id,posicion_en_documento
aea2c321-d899-48d8-9170-7a247d80a9b3,oracion,"Dicho acuerdo se formalizó mediante comunicación del Secretario Técnico del CNO, dirigida a la CREG el 16 de Febrero de 1999; Que de acuerdo con lo establecido en la Constitución Política, cuando de la aplicación de una norma expedida por motivo de utilidad pública o de interés social resultaren en conflicto los derechos de los particulares con la necesidad por ella reconocida, el interés privado deberá ceder al interés público o social; Que la dinámica propia del Estado exige que la regulación se adecue permanentemente a los cambios sociales y tecnológicos con el objeto de cumplir los fines inherentes del Estado; Que la CREG ha efectuado un amplio análisis con la Industria y terceros interesados sobre los objetivos y contenido del Reglamento Unico de Transporte; RESUELVE: ARTICULO 1ş.",1,32
996d6dbe-77aa-40d1-abdb-54a8e2d800a7,oracion,Adoptar el Reglamento Unico de Transporte de Gas Natural RUT contenido en el Anexo General de la presente resolución.,1,33
2bd2f9de-4f3a-46e0-9a82-46dd06fb03a2,oracion,ARTICULO 2ş.,1,34
d0fbd96e-1419-430d-a17f-d329af11c1ec,oracion,"Mediante Resolución posterior la CREG definirá, entre otros aspectos, la regulación del servicio de Almacenamiento, el manejo de las restricciones de transporte y el tratamiento regulatorio del Empaquetamiento.",1,35
e61643e7-30a3-4115-93ba-7e889125fb8b,oracion,ARTICULO 3ş.  Vigencia.,1,36
06f87a11-f066-490b-9348-b8d0855167af,oracion,La presente resolución rige a partir de la fecha de su publicación en el Diario Oficial y deroga las disposiciones que le sean contrarias.,1,37
a136d33f-1418-47bb-bc64-93a18023c93f,oracion,Publicada en el Diario Oficial No.,1,38
4bf59ca2-980a-42af-8cee-41980bc163a4,oracion,"43.859 de Enero 19 de 2000 PUBLÍQUESE Y CÚMPLASE Dada en Santa Fe de Bogotá, D.C., el día el día 03 de Diciembre de 1999 FELIPE RIVEIRA HERRERA Viceministro de Energía Delegado por el Ministro de Minas y Energía PresidenteJOSE CAMILO MANZUR",1,39
d33058fd-cdb9-418b-9a4b-cc2b3488838a,oracion,J. Director Ejecutivo ANEXO GENERAL REGLAMENTO UNICO DE TRANSPORTE DE GAS NATURAL POR REDES RUT TABLA DE CONTENIDO 1.,1,40
ac076359-0bc8-4e20-a3ab-53145b0fcc39,oracion,principios generales 6 1.1 DEFINICIONES 6 1.2 OBJETIVOS Y ALCANCE DEL REGLAMENTO UNICO DE TRANSPORTE DE GAS NATURAL 10 1.2.1 Objetivos 10 1.2.2 Alcance 11 1.3 SEGUIMIENTO Y MODIFICACIÓN DEL RUT 11 1.4 CONSEJO NACIONAL DE OPERACIÓN DE GAS NATURAL 11 1.5 AMBITO DE APLICACIÓN Y VIGENCIA 11 2.,1,41
05f75cd7-e0c2-4ffd-aca3-b03c50eb9072,oracion,ACCESO Y PRESTACION DE SERVICIOs DE TRANSPORTE 12 2.1 ACCESO AL SISTEMA NACIONAL DE TRANSPORTE Y SUS SERVICIOS 12 2.1.1 Compromiso de Acceso 12 2.1.2 Imposición de Acceso a los Sistemas de Transporte 12 2.1.3 Acceso a Gasoductos Dedicados 12 2.2 PRESTACIÓN DE SERVICIOS DE TRANSPORTE 13 2.2.1 Asignación de Capacidad Disponible Primaria 13 2.2.1.1 Respuesta a la solicitud de servicio 13 2.2.2 Desvíos 13 2.2.3 Contratos de Servicio de Transporte 13 2.3 SERVICIO DE ALMACENAMIENTO 14 2.4 BOLETÍN ELECTRÓNICO DE OPERACIONES  BEO 15 2.5 MERCADO SECUNDARIO BILATERAL DE TRANSPORTE Y SUMINISTRO DE GAS 15 2.5.1 Liberación de Capacidad Firme 15 2.5.2 Liberación de Derechos de Suministro de Gas 16 3.,1,42
aa284ddf-6e2f-4155-90c8-36b0ff8b5633,oracion,"Conexiones 17 3.1 RESPONSABILIDAD Y PROPIEDAD DE LA CONEXIÓN, Y DE LOS PUNTOS DE ENTRADA Y SALIDA 17 3.2 SOLICITUD DE COTIZACIÓN DE CONEXIONES, PUNTOS DE SALIDA Y PUNTOS DE ENTRADA 17 3.3 CONDICIONES DE CONEXIÓN A PUNTOS DE SALIDA 18 3.4 CONEXIONES A PUNTOS DE SALIDA DEL SISTEMA NACIONAL DE TRANSPORTE 18 3.5 CONEXIONES A PUNTOS DE ENTRADA DEL SISTEMA NACIONAL DE TRANSPORTE 19 4.",1,43
3f6b5ddc-9214-4813-a0b9-46bc98677cc4,oracion,"condiciones de operación del Sistema de Transporte DE GAS NATURAL 20 4.1 RESPONSABILIDAD DE LA OPERACIÓN DEL SISTEMA 20 4.2 CENTROS PRINCIPALES DE CONTROL 20 4.3 MANUAL DE INFORMACION Y PROCEDIMENTOS OPERACIONALES Y COMERCIALES DEL TRANSPORTADOR MANUAL DEL TRANSPORTADOR 20 4.4 REGISTRO DE INTERRUPCIONES 21 4.4.1 Estadísticas de Interrupciones 21 4.4.2 Clasificación de las Interrupciones del Servicio 21 4.4.3 Indicadores de Calidad del Servicio 22 4.4.4 Retiro de activos en servicio 22 4.5 NOMINACIONES 22 4.5.1 Ciclo de Nominación de Transporte 22 4.5.1.1 Verificación de información de la Nominación 23 4.5.1.2 Confirmaciones 23 4.5.1.3 Renominaciones de transporte 23 4.5.1.4 Formato para las Nominaciones, Renominaciones y Confirmaciones 23 4.5.2 Nominación de Suministro de Gas 24 4.5.2.1 Verificación de información de la Nominación 24 4.5.2.2 Renominaciones de suministro 24 4.6 OPERACIÓN DEL SISTEMA 24 4.6.1 Obligación de Mantener la Estabilidad Operacional del Sistema de Transporte 24 4.6.2 Ordenes Operacionales 25 4.6.3 Obligaciones del Remitente 25 4.6.4 Acuerdos de Balance 25 4.6.5 Cuenta de Balance de Energía 26 4.6.6 Rango de Tolerancia 26 4.7 INCUMPLIMIENTO Y COMPENSACIONES 27 4.7.1 Compensaciones por Variaciones de Entrada y Salida 27 4.8 RESTRICCIONES DE CAPACIDAD DE TRANSPORTE DE GAS NATURAL 28 4.9 CÁLCULO DE LAS PÉRDIDAS DE GAS DE UN SISTEMA DE TRANSPORTE 28 4.9.1 Asignación de Pérdidas de Gas 29 4.10 CUSTODIA Y TITULO SOBRE EL GAS 29 4.11 OFICINA DE ATENCIÓN DE EMERGENCIAS 29 5.",1,44
61ab4d08-58e9-48ff-b852-599b45f79666,oracion,"MEDICION Y FACTURACION 30 5.1 MEDICIÓN 30 5.2 MEDICION Y ASIGNACION DE CANTIDADES DE ENERGIA EN PUNTOS DE ENTRADA Y PUNTOS DE SALIDA 30 5.2.1 Medición de Cantidades de Energía y Calidad del Gas en Puntos de Entrada 30 5.2.2 Asignación de Cantidades de Energía en Puntos de Entrada 30 5.2.3 Determinación de Cantidades de Energía y Calidad del Gas en Puntos de Salida 30 5.3 MEDICIÓN VOLUMÉTRICA 30 5.3.1 Sistema de Medición 31 5.3.2 Propiedad del Sistema de Medición 31 5.3.3 Instalación, Operación y Mantenimiento de los Sistemas de Medición 31 5.3.4 Reparación y Reposición del Sistema de Medición 31 5.3.5 Equipo de Verificación de Medición 31 5.4 MEDICION DE OTRAS VARIABLES 32 5.4.1 Determinación de la Temperatura de Flujo 32 5.4.2 Determinación de la Presión de Flujo 32 5.4.3 Determinación de la Supercompresibilidad del Gas 32 5.4.4 Determinación de la Gravedad Específica del Gas 32 5.4.5 Determinación del Poder Calorífico 33 5.4.6 Equivalencia Energética del Gas Natural 33 5.5 PRECISION, ACCESO Y CALIBRACIÓN DE EQUIPOS DE MEDICIÓN 33 5.5.1 Márgenes de Error en la Medición 33 5.5.2 Fraudes a la Conexión o al Equipo de Medición 34 5.5.3 Calibración de Equipos de Medición 34 5.5.3.1 Primera calibración 34 5.5.3.2 Verificación de la calibración 34 5.5.4 Acceso a los Sistemas de Medición 34 5.5.5 Registros de Medición 34 5.5.6 Control de Entregas y Recepciones 35 5.6 OBLIGACIONES DE LOS AGENTES Y TRANSPORTADORES 35 5.6.1 Obligaciones del Transportador 35 5.6.2 Obligaciones del Agente 35 5.7 FACTURACIÓN 36 6.",1,45
22451e24-07df-405c-9b53-eb6dceabaca4,oracion,ESTÁNDARES Y NORMAS TÉCNICAS APLICABLES 37 6.1 CUMPLIMIENTO DE NORMAS Y ESTÁNDARES 37 6.2 RESOLUCIÓN DE CONFLICTOS SOBRE NORMAS TECNICAS 37 6.3 CALIDAD DEL GAS 37 6.3.1 Verificación de la Calidad 38 6.3.2 Cumplimiento de las Especificaciones de CO2 39 6.3.3 Entrega de Gas Natural por Fuera de las Especificaciones Establecidas 39 6.4 EXPEDICIÓN DE NORMAS TÉCNICAS Y DE SEGURIDAD 39 1.,1,46
02feb68c-b8be-4620-9a13-36a706291a33,oracion,"principios generales 1.1 DEFINICIONES Adicionado : ResoluciónCREG0542007Art 1 Para efectos del presente RUT y, en general, para interpretar las disposiciones sobre el Servicio de Transporte de Gas Natural por el Sistema Nacional de Transporte, se tendrán en cuenta las siguientes definiciones, además de las contenidas en la Ley 142 de 1994: Acceso Al Sistema nacional de Transporte de Gas Natural: Es la utilización de los Sistemas de Transporte de Gas Natural mediante el pago de los cargos correspondientes, con los derechos y deberes que establece el Reglamento Único de Transporte y las normas complementarias a éste.",1,47
bd9a0782-b93c-41cc-8625-3eb8cd62f2af,oracion,"ACUERDO DE BALANCE: Acuerdos comerciales celebrados entre dos Agentes, dirigidos a atender Desbalances.",1,48
388d067e-503d-4b9a-bff8-16df52c8df93,oracion,ACUERDO OPERATIVO DE BALANCE: Acuerdo de Balance de carácter operativo celebrado entre el ProductorComercializador y el Transportador o entre transportadores.,1,49
361558ca-4a53-42c1-a5a8-5d8ad1ccc768,oracion,"Agentes Operacionales o Agentes: Personas naturales o jurídicas entre las cuales se dan las relaciones técnicas yo comerciales de compra, venta, suministro yo transporte de Gas Natural, comenzando desde la producción y pasando por los sistemas de transporte hasta alcanzar el punto de salida de un usuario.",1,50
d21bfc6b-7d52-462c-90fc-589985ffc1aa,oracion,"Son Agentes los Productorescomercializador, los Comercializadores, los Distribuidores, los Transportadores, los Usuarios No Regulados y los Almacenadores Independientes.",1,51
5f91a6bd-2b4c-44eb-8280-3db0235a0573,oracion,"BOLETÍN ELECTRÓNICO DE OPERACIONES BEO: Página web de libre acceso, que despliega información comercial y operacional relacionada con los servicios de un Transportador, en la cual se incluyen los cargos regulados y los convenidos entre agentes por servicios de transporte, el Ciclo de Nominación, el Programa de Transporte, las ofertas de liberación de capacidad y de suministro de gas, las Cuentas de Balance de Energía y demás información que establezca el RUT.",1,52
f607e7e0-badf-4f11-9e22-e1cb37928c43,oracion,"CALIDAD DEL GAS: Especificaciones y estándares del Gas Natural adoptados por la CREG en el presente Reglamento, y en las normas que lo adicionen, modifiquen o sustituyan.",1,53
2b6da233-00a6-43ac-b172-69d674d90ffe,oracion,"CANTIDAD DE ENERGIA: Cantidad de gas medida en un Punto de Entrada o en un Punto de Salida de un Sistema de Transporte, expresado en Mbtu Millones de unidades térmicas británicas o su equivalente en el Sistema Internacional de Unidades.",1,54
75f1fe4b-4b92-424e-98e8-fe9a983eeace,oracion,CANTIDAD DE ENERGIA AUTORIZADA: Cantidad de Energía que el Centro Principal de Control CPC acepta que se transporte durante el Día de Gas por un Sistema de Transporte.,1,55
f329a0a7-6bae-4c8f-9177-45cb7914d7aa,oracion,"CANTIDAD DE ENERGIA CONFIRMADA: Cantidad de Energía que el Remitente confirma que requiere transportar durante el Día de Gas por un Sistema de Transporte, ante el respectivo Centro Principal de Control CPC.",1,56
43965dc6-96d9-40a6-bcb5-3bed1d150c74,oracion,CANTIDAD DE ENERGIA ENTREGADA: Cantidad de Energía que el Remitente entrega en el Punto de Entrada de un Sistema de Transporte durante el Día de Gas.,1,57
65e01141-bb9d-404b-a901-08ae9cc9c0ea,oracion,CANTIDAD DE ENERGIA NOMINADA: Cantidad de Energía que el Remitente proyecta entregar en el Punto de Entrada y tomar en el Punto de Salida de un Sistema de Transporte durante el Día de Gas y que consigna en la Nominación correspondiente.,1,58
05b8c2d6-84e3-4f74-95ad-bb1079496094,oracion,CANTIDAD DE ENERGIA TOMADA: Cantidad de Energía que el Remitente toma en el Punto de Salida de un Sistema de Transporte durante el Día de Gas.,1,59
cbb74e92-845b-4b51-8d05-5c24628e582b,oracion,CAPACIDAD CONTRATADA: Capacidad de transporte de Gas Natural que el Remitente contrata con el Transportador para el Servicio de Transporte expresada en miles de pies cúbicos estándar por día KPCD o en sus unidades equivalentes en el Sistema Internacional de Unidades.,1,60
a2dc1fee-995e-411f-9b4e-e114139bcbf1,oracion,"CAPACIDAD MAXIMA DEL GASODUCTO: Capacidad máxima de transporte diario de un gasoducto definida por el Transportador, calculada con modelos de dinámica de flujo de gas utilizando una presión de entrada de 1.200 psia, las presiones para los diferentes puntos de salida del mismo y los parámetros específicos del fluido y del gasoducto.",1,61
222c31a7-1540-42ae-9ebe-b3a1e0a67c76,oracion,CAPACIDAD DISPONIBLE PRIMARIA,1,62
222cad14-e1f1-4aee-87b9-e9598dd2af12,oracion,: Es aquella capacidad que dispone el Transportador y que de acuerdo con los contratos suscritos no está comprometida como Capacidad Firme.,1,63
ea37d5e5-df11-4f64-bfda-7b30d72748f2,oracion,CAPACIDAD DISPONIBLE SECUNDARIA: Es aquella Capacidad Firme que el Remitente no proyecte utilizar y que de acuerdo con los derechos otorgados por el contrato de transporte suscrito puede ceder o vender a Remitentes Reemplazantes.,1,64
4cded67b-7a49-4b0c-97f1-75096a17f680,oracion,"CAPACIDAD FIRME: Capacidad que de acuerdo con los contratos suscritos no es interrumpible por parte del Transportador, salvo en casos de emergencia o de fuerza mayor.",1,65
75576b4e-8932-4f14-a66a-6b6d3a40a4e4,oracion,CAPACIDAD INTERRUMPIBLE: Capacidad contratada que de acuerdo con los contratos suscritos prevé y permite interrupciones por parte del Transportador mediante el correspondiente aviso al Remitente.,1,66
9b5db2fd-e8e3-462a-be16-e6110cc6e0bc,oracion,CAPACIDAD FUTURA: Es aquella capacidad producto de ampliaciones de la capacidad de transporte de los gasoductos.,1,67
deb2d0a5-8b4b-4524-84d0-9099dae0fea5,oracion,CAPACIDAD LIBERADA: Es la Capacidad Disponible Secundaria que el Remitente ha cedido o revendido a Remitentes Reemplazantes.,1,68
d1264655-4716-407c-8e77-8559c1df3f96,oracion,Capacidad programada: Capacidad de transporte de un gasoducto que se ha previsto utilizar horariamente en el Programa de Transporte elaborado por cada CPC para el siguiente Día de Gas con base en el Ciclo de Nominación de Transporte.,1,69
f3d12591-528a-4727-87f6-2c457b2110dd,oracion,"CARGO POR CONEXIÓN A UN SISTEMA DE TRANSPORTE: Es el cargo que debe pagar un Agente al Transportador o a un tercero, por los costos de la conexión.",1,70
f973de60-fe71-4191-acc3-3a339e5f527b,oracion,"CENTROS PRINCIPALES DE CONTROL CPC: Centros pertenecientes a los diferentes gasoductos Sistemas de Transporte que hagan parte del Sistema Nacional de Transporte, encargados de adelantar los procesos operacionales, comerciales y demás definidos en el RUT.",1,71
82cdea95-f9d9-48e3-9cfe-d17832292890,oracion,"CICLO DE NOMINACIÓN DE TRANSPORTE: Proceso que se inicia con la solicitud de servicios de transporte realizada por un Remitente al CPC respectivo, con respecto a la Cantidad de Energía y el poder calorífico del gas que va a entregar en el Punto de Entrada o a tomar en el Punto de Salida de un Sistema de Transporte en un Día de Gas y que termina con la Confirmación de la solicitud.",1,72
70fc0a15-d768-44a9-9f2f-1e10e6130fec,oracion,CICLO DE NOMINACIÓN DE SUMINISTRO DE GAS: Proceso que se inicia con la solicitud de servicios de suministro de gas realizada por un Remitente al ProductorComercializador o Comercializador respectivo y que termina con la Confirmación de la solicitud.,1,73
a3cf954c-fc9f-4605-9159-d7f4a0691e8f,oracion,"COMERCIALIZACIÓN DE GAS COMBUSTIBLE: Actividad de compra, venta o suministro de gas combustible a título oneroso.",1,74
8322671c-c824-4647-9b7f-8083bf97db7a,oracion,COMERCIALIZADOR: Persona jurídica cuya actividad es la comercialización de gas combustible.,1,75
c3cfdeb7-fb44-4c42-90ce-4598f86f34dd,oracion,"COMISIÓN O CREG: Comisión de Regulación de Energía y Gas, organizada como Unidad Administrativa Especial del Ministerio de Minas y Energía de acuerdo con las Leyes 142 y 143 de 1994.",1,76
9b838d9c-1f32-4e19-ba3b-7b03c20f26bd,oracion,"CONDICIONES ESTÁNDAR: Definen el pie cúbico estándar como el volumen de gas contenido en un pie cúbico a una presión de 14.65 Psia, y a una temperatura de 60F. A estas condiciones se referirán los volúmenes y el poder calorífico del gas transportado por el Sistema Nacional de Transporte.",1,77
993af2be-cc9b-45b6-a54e-da641250439f,oracion,"CONEXIÓN: Conjunto de bienes que permiten conectar al Sistema Nacional de Transporte un Productorcomercializador, un Distribuidor, un Usuario No Regulado, un Sistema de Almacenamiento, o cualquier Usuario Regulado no localizado en áreas de servicio exclusivo atendido a través de un Comercializador.",1,78
33b74da5-2dc8-447f-9099-f861d29b2705,oracion,"CONFIRMACIÓN: Proceso por el cual el Remitente en respuesta a la Nominación Autorizada por el CPC, confirma la Cantidad de Energía que debe entregar al Sistema de Transporte y tomar del mismo.",1,79
2efd4177-3de5-41a6-b79b-1004d7e320fd,oracion,"CONSEJO NACIONAL DE OPERACIÓN DE GAS NATURAL CNO: Cuerpo asesor creado por la Ley 401 de 1997, que cumple las funciones de Asesoría en la forma como lo establece el presente Reglamento y cuyo principal objetivo es hacer las recomendaciones necesarias para asegurar el cumplimiento de los objetivos establecidos en el RUT.",1,80
b7522c05-e97a-4455-a245-b852d03e89cd,oracion,"CONTRATO DE CONEXIÓN AL SISTEMA NACIONAL DE TRANSPORTE: Acuerdo de voluntades suscrito por las partes interesadas, mediante el cual se pactan las relaciones técnicas, administrativas y comerciales de las conexiones al Sistema Nacional de Transporte, e incluye el pago de un Cargo por Conexión.",1,81
598ef1be-5b79-4320-9b3f-e5628fb52424,oracion,"CONTRATO DE TRANSPORTE O CONTRATO: Acuerdo de voluntades que se suscribe entre un Transportador y un Remitente para la prestación del Servicio de Transporte de Gas, sometido a la regulación que expida la CREG, a las normas pertinentes de la Ley 142 de 1994 y del Derecho Privado.",1,82
86e13c2d-87d5-4d14-9041-b561bb728450,oracion,CUENTA DE BALANCE: Es la diferencia acumulada entre la Cantidad de Energía Entregada y la Cantidad de Energía Tomada por un Remitente durante un mes.,1,83
d2356323-1ce1-4d4a-9335-9b1b4e3068ed,oracion,DERECHOS DE SUMINISTRO DE GAS: Es la cantidad de gas contratada que otorga al comprador o al consumidor titularidad sobre la misma.,1,84
18092582-758a-484f-b716-0a7614d5aefe,oracion,DESBALANCE DE ENERGIA: Se define como la diferencia entre la Cantidad de Energía Entregada y la Cantidad de Energía Tomada por un Remitente en un Día de Gas.,1,85
20800f6a-4478-4ba9-ad33-40671acfbdc3,oracion,DESVIO: Es un cambio en los Puntos de Entrada yo en los Puntos de Salida con respecto al origen yo destinación inicial o primaria especificada en el Contrato de Transporte.,1,86
5de99562-7b4f-4e0d-8ff8-feae6f96f878,oracion,"Esto es, cuando un Remitente solicita, que se lleve su gas de Puntos de Entrada yo de Salida diferentes a los especificados en su Contrato.",1,87
ea348c6d-09e4-464e-81e1-a782f5dd28a1,oracion,"DÍA DE GAS: Día oficial de la República de Colombia que va desde las 00:00 horas hasta las 24:00 horas, durante el cual se efectúa el suministro y el transporte de gas.",1,88
859ffa17-af56-4668-acbb-4850347b7c5d,oracion,DISTRIBUIDOR DE GAS COMBUSTIBLE POR REDES DE TUBERIA: Persona jurídica que presta el servicio público domiciliario de distribución de gas combustible por redes de tubería.,1,89
34c11c91-ab93-474e-b1d6-93c1ee352716,oracion,"EMPAQUETAMIENTO: Operación de almacenamiento de gas en gasoductos mediante variaciones de presión de operación, permitiendo modificar transitoriamente la capacidad de transporte de un gasoducto.",1,90
971a39f4-a6e1-4bd8-a7ba-e25552dacf7c,oracion,"ESTADO DE EMERGENCIA: Situación en la cual un gasoducto o tramo de gasoducto, como consecuencia de eventos imprevistos durante su operación, puede afectar la seguridad pública y el medio ambiente.",1,91
