unidad_id,verbo,tipo_verbo
e3b87937-4975-4a38-9ce6-970a424701e2,utilizar él,acl
e3b87937-4975-4a38-9ce6-970a424701e2,definir,advcl
e3b87937-4975-4a38-9ce6-970a424701e2,corresponder,advcl
e3b87937-4975-4a38-9ce6-970a424701e2,regular,amod
e3b87937-4975-4a38-9ce6-970a424701e2,promover,acl
e3b87937-4975-4a38-9ce6-970a424701e2,prestar,acl
e3b87937-4975-4a38-9ce6-970a424701e2,implicar,csubj
e3b87937-4975-4a38-9ce6-970a424701e2,produzcan,conj
e3b87937-4975-4a38-9ce6-970a424701e2,regular,amod
e3b87937-4975-4a38-9ce6-970a424701e2,asegurar,advcl
e3b87937-4975-4a38-9ce6-970a424701e2,propiciar,advcl
e3b87937-4975-4a38-9ce6-970a424701e2,proponer,conj
e3b87937-4975-4a38-9ce6-970a424701e2,impedir,advcl
e3b87937-4975-4a38-9ce6-970a424701e2,buscar,conj
e3b87937-4975-4a38-9ce6-970a424701e2,reestructurar,advcl
e3b87937-4975-4a38-9ce6-970a424701e2,suprimir,advcl
e3b87937-4975-4a38-9ce6-970a424701e2,derogar,conj
e3b87937-4975-4a38-9ce6-970a424701e2,decir,amod
e3b87937-4975-4a38-9ce6-970a424701e2,disponer,conj
e3b87937-4975-4a38-9ce6-970a424701e2,cumplir,ccomp
e3b87937-4975-4a38-9ce6-970a424701e2,establecer,advcl
e3b87937-4975-4a38-9ce6-970a424701e2,sujetar él,advcl
a2d45772-7752-4fa9-976a-ccb089eecdbf,acordar,ROOT
a2d45772-7752-4fa9-976a-ccb089eecdbf,solicitar él,xcomp
a2d45772-7752-4fa9-976a-ccb089eecdbf,revisar,xcomp
aea2c321-d899-48d8-9170-7a247d80a9b3,formalizar,ROOT
aea2c321-d899-48d8-9170-7a247d80a9b3,ceder,advcl
aea2c321-d899-48d8-9170-7a247d80a9b3,exigir,advcl
aea2c321-d899-48d8-9170-7a247d80a9b3,adecuar,ccomp
aea2c321-d899-48d8-9170-7a247d80a9b3,cumplir,acl
aea2c321-d899-48d8-9170-7a247d80a9b3,efectuar,advcl
d0fbd96e-1419-430d-a17f-d329af11c1ec,definir,ROOT
06f87a11-f066-490b-9348-b8d0855167af,regir,ROOT
06f87a11-f066-490b-9348-b8d0855167af,derogar,conj
3f6b5ddc-9214-4813-a0b9-46bc98677cc4,4.5.1.3,appos
3f6b5ddc-9214-4813-a0b9-46bc98677cc4,mantener,acl
61ab4d08-58e9-48ff-b852-599b45f79666,5.3.2,appos
02feb68c-b8be-4620-9a13-36a706291a33,interpretar,acl
02feb68c-b8be-4620-9a13-36a706291a33,tener,ROOT
02feb68c-b8be-4620-9a13-36a706291a33,establecer,acl
bd9a0782-b93c-41cc-8625-3eb8cd62f2af,atender,xcomp
361558ca-4a53-42c1-a5a8-5d8ad1ccc768,dar,acl
361558ca-4a53-42c1-a5a8-5d8ad1ccc768,comenzar,advcl
361558ca-4a53-42c1-a5a8-5d8ad1ccc768,pasar,conj
361558ca-4a53-42c1-a5a8-5d8ad1ccc768,alcanzar,advcl
5f91a6bd-2b4c-44eb-8280-3db0235a0573,desplegar,acl
5f91a6bd-2b4c-44eb-8280-3db0235a0573,incluir,acl
5f91a6bd-2b4c-44eb-8280-3db0235a0573,establecer,acl
f607e7e0-badf-4f11-9e22-e1cb37928c43,adicionir,acl
f607e7e0-badf-4f11-9e22-e1cb37928c43,modifiquen,conj
75f1fe4b-4b92-424e-98e8-fe9a983eeace,aceptar,ROOT
f329a0a7-6bae-4c8f-9177-45cb7914d7aa,confirmar,acl
f329a0a7-6bae-4c8f-9177-45cb7914d7aa,requerir,ccomp
f329a0a7-6bae-4c8f-9177-45cb7914d7aa,transportar,xcomp
43965dc6-96d9-40a6-bcb5-3bed1d150c74,entregar,acl
65e01141-bb9d-404b-a901-08ae9cc9c0ea,proyectar,acl
65e01141-bb9d-404b-a901-08ae9cc9c0ea,entregar,xcomp
65e01141-bb9d-404b-a901-08ae9cc9c0ea,tomar,conj
65e01141-bb9d-404b-a901-08ae9cc9c0ea,consignar,conj
05b8c2d6-84e3-4f74-95ad-bb1079496094,tomar,acl
cbb74e92-845b-4b51-8d05-5c24628e582b,contratar,acl
a2dc1fee-995e-411f-9b4e-e114139bcbf1,utilizar,advcl
222cad14-e1f1-4aee-87b9-e9598dd2af12,disponer,acl
ea37d5e5-df11-4f64-bfda-7b30d72748f2,proyectar,acl
ea37d5e5-df11-4f64-bfda-7b30d72748f2,utilizar,xcomp
ea37d5e5-df11-4f64-bfda-7b30d72748f2,ceder,advcl
ea37d5e5-df11-4f64-bfda-7b30d72748f2,vender,conj
75576b4e-8932-4f14-a66a-6b6d3a40a4e4,prever,acl
75576b4e-8932-4f14-a66a-6b6d3a40a4e4,permitir,conj
deb2d0a5-8b4b-4524-84d0-9099dae0fea5,ceder,acl
d1264655-4716-407c-8e77-8559c1df3f96,prever,acl
d1264655-4716-407c-8e77-8559c1df3f96,utilizar,csubj
f3d12591-528a-4727-87f6-2c457b2110dd,pagar,acl
f973de60-fe71-4191-acc3-3a339e5f527b,hacer,acl
f973de60-fe71-4191-acc3-3a339e5f527b,adelantar,xcomp
82cdea95-f9d9-48e3-9cfe-d17832292890,iniciar,acl
82cdea95-f9d9-48e3-9cfe-d17832292890,entregar,acl
82cdea95-f9d9-48e3-9cfe-d17832292890,tomar,conj
82cdea95-f9d9-48e3-9cfe-d17832292890,terminar,conj
70fc0a15-d768-44a9-9f2f-1e10e6130fec,iniciar,acl
70fc0a15-d768-44a9-9f2f-1e10e6130fec,terminar,conj
9b838d9c-1f32-4e19-ba3b-7b03c20f26bd,definir,acl
9b838d9c-1f32-4e19-ba3b-7b03c20f26bd,referir,conj
993af2be-cc9b-45b6-a54e-da641250439f,permitir,acl
993af2be-cc9b-45b6-a54e-da641250439f,conectar,xcomp
33b74da5-2dc8-447f-9099-f861d29b2705,confirmar,ROOT
33b74da5-2dc8-447f-9099-f861d29b2705,entregar,advcl
33b74da5-2dc8-447f-9099-f861d29b2705,tomar,conj
2efd4177-3de5-41a6-b79b-1004d7e320fd,cumplir,acl
2efd4177-3de5-41a6-b79b-1004d7e320fd,establecer,advcl
2efd4177-3de5-41a6-b79b-1004d7e320fd,hacer,ccomp
2efd4177-3de5-41a6-b79b-1004d7e320fd,asegurar,acl
b7522c05-e97a-4455-a245-b852d03e89cd,pactar,acl
b7522c05-e97a-4455-a245-b852d03e89cd,incluir,conj
598ef1be-5b79-4320-9b3f-e5628fb52424,suscribe,acl
598ef1be-5b79-4320-9b3f-e5628fb52424,expidar,acl
d2356323-1ce1-4d4a-9335-9b1b4e3068ed,otorgar,acl
18092582-758a-484f-b716-0a7614d5aefe,definir,ROOT
5de99562-7b4f-4e0d-8ff8-feae6f96f878,solicitar,ccomp
5de99562-7b4f-4e0d-8ff8-feae6f96f878,llevar,ccomp
ea348c6d-09e4-464e-81e1-a782f5dd28a1,ir,acl
ea348c6d-09e4-464e-81e1-a782f5dd28a1,efectuar,advcl
859ffa17-af56-4668-acbb-4850347b7c5d,prestar,acl
34c11c91-ab93-474e-b1d6-93c1ee352716,permitir,acl
34c11c91-ab93-474e-b1d6-93c1ee352716,modificar,xcomp
971a39f4-a6e1-4bd8-a7ba-e25552dacf7c,afectar,acl
3f9b7dc8-498c-43a8-a2c9-a1e5692cd301,encontrar,acl
086b54dd-a014-440f-bc5f-750d154ec82e,requerir,advcl
086b54dd-a014-440f-bc5f-750d154ec82e,acondicionar,ROOT
086b54dd-a014-440f-bc5f-750d154ec82e,satisfagar,advcl
086b54dd-a014-440f-bc5f-750d154ec82e,adicionir,acl
086b54dd-a014-440f-bc5f-750d154ec82e,modifiquen,conj
1295334c-69ef-48c3-b1b9-40eea4121461,permitir,acl
1295334c-69ef-48c3-b1b9-40eea4121461,utilizar,conj
1295334c-69ef-48c3-b1b9-40eea4121461,prestar,advcl
1de5ce23-6ea7-493d-a271-a1ea8f0e9c97,incluir,acl
1de5ce23-6ea7-493d-a271-a1ea8f0e9c97,hacer,acl
67d950d1-a66e-437d-994b-d9ab527a0476,vender,acl
67d950d1-a66e-437d-994b-d9ab527a0476,ceder,conj
2e0a9193-c5f6-42d2-9ffa-8be540a737ec,contener,acl
48062016-a440-44ad-8fb1-a7f6df1dc0a3,comercializar,acl
05425ca3-5b0e-40a6-9c29-7431da133ac7,especificar,advcl
05425ca3-5b0e-40a6-9c29-7431da133ac7,transportar,advcl
40b44807-0b28-47b6-8f08-446759db6a39,elaborar,acl
8965c54c-344c-42c6-aeee-e4d46fa939e7,especificar,acl
8965c54c-344c-42c6-aeee-e4d46fa939e7,entregar,xcomp
a578a459-ccb7-47e0-93fb-9feff8316c2c,considerar,ROOT
a578a459-ccb7-47e0-93fb-9feff8316c2c,tratar,acl
a578a459-ccb7-47e0-93fb-9feff8316c2c,realizar,ccomp
a578a459-ccb7-47e0-93fb-9feff8316c2c,reúnir,conj
a578a459-ccb7-47e0-93fb-9feff8316c2c,realizar,conj
9706c48b-42e1-4f7c-9467-10cfe2ddc1b2,extraer,ccomp
9706c48b-42e1-4f7c-9467-10cfe2ddc1b2,producir,conj
e15fd635-8212-4666-af46-86caf1da60a7,vender,advcl
fd7af4d0-36a0-492f-a1b1-169e6b6534c9,desprendar,acl
fd7af4d0-36a0-492f-a1b1-169e6b6534c9,conformar,acl
fd7af4d0-36a0-492f-a1b1-169e6b6534c9,asumir,conj
9dc2f863-8c7d-463a-8527-ddfe1cc329aa,entregar,acl
9dc2f863-8c7d-463a-8527-ddfe1cc329aa,asumir,conj
1d5026b5-8723-4072-899c-dc83ce0f6ce8,incluir,ROOT
30a69dc0-deb5-40c2-ae12-77662b82d3f9,tomar,acl
30a69dc0-deb5-40c2-ae12-77662b82d3f9,cesar,conj
5e8fdac1-3490-44ab-ba82-1fea5905803e,incluir,ROOT
183859cb-23f1-405e-82f0-a7eb7fe498d4,admitir,advcl
183859cb-23f1-405e-82f0-a7eb7fe498d4,establecer,acl
9f500326-182c-4989-9ae0-6f9e30207edd,disponer,advcl
e50166c7-074c-4737-bace-1853ba927611,reglamentar,acl
e50166c7-074c-4737-bace-1853ba927611,prestar,acl
1077d082-49b1-45be-abaf-132fe7ba255a,celebrar,acl
1077d082-49b1-45be-abaf-132fe7ba255a,prestar,advcl
15a74c5b-d4ef-40c1-be57-94e39f4476c7,remitente,ROOT
15a74c5b-d4ef-40c1-be57-94e39f4476c7,solicitar,acl
7e8816d6-f99b-4192-bfa5-baaa2784519f,utilizar,acl
1ccfeca8-9c94-45ce-840c-4c8543afb5e9,solicitar,acl
1ccfeca8-9c94-45ce-840c-4c8543afb5e9,incrementar,xcomp
1ccfeca8-9c94-45ce-840c-4c8543afb5e9,disminuir,conj
6a175858-97f7-4957-a3f7-7c8cc44f4e0e,hacer,acl
6e70e706-24b1-4d68-891c-61c75b13ddde,entender,ROOT
6e70e706-24b1-4d68-891c-61c75b13ddde,almacenar,xcomp
416ae6df-717e-41a8-9f2f-bacd184a513b,integrar,acl
34c0a7b2-23eb-47ef-a9ac-3cab911a183c,excluir,ROOT
34c0a7b2-23eb-47ef-a9ac-3cab911a183c,vincular,acl
4204275e-6d09-4e45-bcdc-cedce9b42372,realizar,acl
24eee665-1f29-483d-a4b3-720c003b4a6b,referir,acl
8b5faece-d396-4b8a-b355-e8901d932762,1.2.1,advmod
8b5faece-d396-4b8a-b355-e8901d932762,implantar él,acl
8b5faece-d396-4b8a-b355-e8901d932762,aplicar él,advcl
8b5faece-d396-4b8a-b355-e8901d932762,interpretar él,conj
8b5faece-d396-4b8a-b355-e8901d932762,tener,ROOT
8b5faece-d396-4b8a-b355-e8901d932762,asegurar,ccomp
b9a86186-3a17-4495-85d2-73602c96a40f,crear,ROOT
20440cf4-2ba1-4715-8ec9-90858052ccfb,facilitar,ROOT
82cb47c1-2b4d-4322-8673-abaf834c97dd,fijar,ROOT
f7790b15-dc9e-4732-8f30-0cdd6a4afd00,identificar,acl
f7790b15-dc9e-4732-8f30-0cdd6a4afd00,aplicar,ROOT
f7790b15-dc9e-4732-8f30-0cdd6a4afd00,utilizar,acl
01844f00-9982-464f-9468-237faa181004,considerar,csubj
01844f00-9982-464f-9468-237faa181004,solicitar,acl
6b331474-d759-43e3-a4f5-3f292465e407,cumplir,ROOT
9a00542d-55b9-446e-a04e-a8e9a21ea87b,cumplir,ROOT
9a00542d-55b9-446e-a04e-a8e9a21ea87b,establecer,acl
fcd67456-5c7c-4adc-ad29-429855ed7457,considerar,ROOT
fcd67456-5c7c-4adc-ad29-429855ed7457,revisar,ccomp
fcd67456-5c7c-4adc-ad29-429855ed7457,enviar,conj
fcd67456-5c7c-4adc-ad29-429855ed7457,incluir,conj
cc6bb754-7773-42ff-a2c1-e4c842db1cee,examinar,ROOT
cc6bb754-7773-42ff-a2c1-e4c842db1cee,considerar,acl
cc6bb754-7773-42ff-a2c1-e4c842db1cee,modificar,conj
cc6bb754-7773-42ff-a2c1-e4c842db1cee,oer,advcl
545a4024-1f4f-447c-b3a0-f7051c319119,estimar,ccomp
545a4024-1f4f-447c-b3a0-f7051c319119,adecuar él,xcomp
545a4024-1f4f-447c-b3a0-f7051c319119,contraer,acl
545a4024-1f4f-447c-b3a0-f7051c319119,ir,acl
85dfe002-76bb-4a34-a370-bd4e7b787eea,suscrir,acl
85dfe002-76bb-4a34-a370-bd4e7b787eea,incluir,ROOT
85dfe002-76bb-4a34-a370-bd4e7b787eea,permitir,acl
85dfe002-76bb-4a34-a370-bd4e7b787eea,acoger,xcomp
85dfe002-76bb-4a34-a370-bd4e7b787eea,hacer,acl
85dfe002-76bb-4a34-a370-bd4e7b787eea,expir,acl
067c9e5b-552a-4980-94e5-a5dd351a25e2,desarrollar,ROOT
067c9e5b-552a-4980-94e5-a5dd351a25e2,proponer,advcl
d1acd775-5314-4187-b497-78538dfa63d4,corresponder,acl
44b561e5-06a9-498a-92c5-7f59114db0a6,proponer,ROOT
f1bb9968-860d-4a62-9008-74c52102fcfc,dar,ROOT
f1bb9968-860d-4a62-9008-74c52102fcfc,presentar,acl
731e63dd-3a46-49b5-9a51-6dc31ac94789,proponer,ROOT
731e63dd-3a46-49b5-9a51-6dc31ac94789,proponer,xcomp
ffe70c5f-2c41-4adf-b0f1-e0236b5289c4,establecer,ROOT
907ff401-47c6-4ef7-b3ed-8b9220887949,seńalir,acl
2f2446ca-3067-4020-995a-41f4705ea09e,utilizar,acl
2f2446ca-3067-4020-995a-41f4705ea09e,sujetar,ROOT
920a3ad0-2c50-4946-aa27-2ef76b720c93,ajustar él,ROOT
735b321f-c6ac-4e27-9468-619ecb18578e,garantizar,ROOT
c4680557-9283-4285-994c-175d07eb94b8,permitir,ROOT
c4680557-9283-4285-994c-175d07eb94b8,encontrar,conj
c4680557-9283-4285-994c-175d07eb94b8,solicitar,acl
aeb1b024-8102-4338-af4b-c614bbbbed32,ofrecer él,ROOT
153cac75-4251-4698-9681-2a13114d641f,responder,ROOT
153cac75-4251-4698-9681-2a13114d641f,transcurrir,advcl
153cac75-4251-4698-9681-2a13114d641f,llegar,conj
153cac75-4251-4698-9681-2a13114d641f,solicitar,acl
153cac75-4251-4698-9681-2a13114d641f,imponer,advcl
153cac75-4251-4698-9681-2a13114d641f,tener,acl
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,adoptar,advcl
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,imponer,acl
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,definir,ROOT
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,imponer,acl
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,imponer,acl
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,decidir,advcl
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,imponer,csubj
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,examinar,ccomp
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,implicar,advcl
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,solicitar,advcl
36ad1b83-7f7d-40fb-ad0e-d3950e30c99f,adelantir,acl
b71e6460-07ea-4dda-ae29-58bb9661fb23,excluir,ROOT
b71e6460-07ea-4dda-ae29-58bb9661fb23,fuerir,acl
dd51c7f1-44f2-452f-b17e-e53ccc09f335,renunciar,ROOT
dd51c7f1-44f2-452f-b17e-e53ccc09f335,dejar,conj
1e24967b-2a98-489c-a6d7-f8392576f35c,hacer él,ROOT
1e24967b-2a98-489c-a6d7-f8392576f35c,abusar,advcl
1e24967b-2a98-489c-a6d7-f8392576f35c,perjudicar,advcl
10b4dfef-ae87-4db8-a889-de4d845a9abb,sujetar,ROOT
80016311-4759-4688-a761-6d717fe1ca24,solicitar,acl
80016311-4759-4688-a761-6d717fe1ca24,tener,conj
80016311-4759-4688-a761-6d717fe1ca24,permitir,acl
9bbca50f-4385-4a74-96f1-a91e75591233,decidir,advcl
9bbca50f-4385-4a74-96f1-a91e75591233,convertir él,xcomp
9bbca50f-4385-4a74-96f1-a91e75591233,requerir,ROOT
9bbca50f-4385-4a74-96f1-a91e75591233,imponer,acl
c027c6d8-b260-4231-ad68-e8156d7990dd,tener,ROOT
c027c6d8-b260-4231-ad68-e8156d7990dd,convertir él,acl
c027c6d8-b260-4231-ad68-e8156d7990dd,vender,advcl
c027c6d8-b260-4231-ad68-e8156d7990dd,continuar,conj
6eeea7b9-2dd7-47bd-8c3f-c3e42ba95a04,exigir,ROOT
6eeea7b9-2dd7-47bd-8c3f-c3e42ba95a04,convertir,acl
6eeea7b9-2dd7-47bd-8c3f-c3e42ba95a04,requeír,advcl
6eeea7b9-2dd7-47bd-8c3f-c3e42ba95a04,aconsejen,conj
dd567799-7d6d-4de4-af67-5a07661fe816,garantizar,ROOT
dd567799-7d6d-4de4-af67-5a07661fe816,garantizar,acl
fda7aba8-4f44-44ef-b412-387cc5bcb869,existir,acl
fda7aba8-4f44-44ef-b412-387cc5bcb869,ofrecer él,ROOT
fda7aba8-4f44-44ef-b412-387cc5bcb869,solicitir,acl
a6d79c2c-3266-4090-8445-ae767ee78ee5,llegarir,advcl
a6d79c2c-3266-4090-8445-ae767ee78ee5,recibir,xcomp
a6d79c2c-3266-4090-8445-ae767ee78ee5,superir,acl
a6d79c2c-3266-4090-8445-ae767ee78ee5,asignar él,ROOT
30f5747c-b548-4f3a-a377-47d92971eaef,efectuar él,ROOT
30f5747c-b548-4f3a-a377-47d92971eaef,llevar,conj
9ebe6578-6c75-47e8-a809-ddbd568a6ff8,aprobar,ROOT
9ebe6578-6c75-47e8-a809-ddbd568a6ff8,aprobar,amod
9ebe6578-6c75-47e8-a809-ddbd568a6ff8,publicar,conj
f563a901-dd31-4839-9e69-d782c062d83d,responder,ROOT
f563a901-dd31-4839-9e69-d782c062d83d,demandar,acl
60015fe6-be68-4eaf-b23e-e8e9fe96907b,contener,ROOT
60015fe6-be68-4eaf-b23e-e8e9fe96907b,existir,acl
60015fe6-be68-4eaf-b23e-e8e9fe96907b,especificar,advcl
60015fe6-be68-4eaf-b23e-e8e9fe96907b,suministrar,acl
60015fe6-be68-4eaf-b23e-e8e9fe96907b,informar,conj
60015fe6-be68-4eaf-b23e-e8e9fe96907b,realizar,csubj
60015fe6-be68-4eaf-b23e-e8e9fe96907b,responder,advcl
60015fe6-be68-4eaf-b23e-e8e9fe96907b,deber,advcl
60015fe6-be68-4eaf-b23e-e8e9fe96907b,comunicar,xcomp
60015fe6-be68-4eaf-b23e-e8e9fe96907b,completar,acl
60015fe6-be68-4eaf-b23e-e8e9fe96907b,tomar,acl
b3797134-90dc-4713-9a41-f2ddd2f7bf3a,adelantar,ROOT
b3797134-90dc-4713-9a41-f2ddd2f7bf3a,existir,acl
b3797134-90dc-4713-9a41-f2ddd2f7bf3a,satisfacer,advcl
8c85088b-9d48-4b97-a623-31ca16b4987b,comunicar,ROOT
8c85088b-9d48-4b97-a623-31ca16b4987b,satisfacer,acl
8c85088b-9d48-4b97-a623-31ca16b4987b,justificar,advcl
8c85088b-9d48-4b97-a623-31ca16b4987b,indicar,conj
8c85088b-9d48-4b97-a623-31ca16b4987b,acometer él,acl
27d96a2d-d98a-492a-836d-85d97071720b,requerir,acl
27d96a2d-d98a-492a-836d-85d97071720b,incluir,ROOT
a6ecfea2-48a7-4bf4-a57b-fd0c0f76c445,mantener,ROOT
42595222-a61f-4d5b-8584-c421d3310d75,prestar,xcomp
e3da38a4-f7db-4dd5-82f1-6bc9b1c270e6,solicitar,ROOT
c6c32251-6c27-4a6e-8836-56fad90184e8,solicitar,ROOT
523c4839-0ef3-4ce5-83a6-e97e42986f86,autorizar,ROOT
523c4839-0ef3-4ce5-83a6-e97e42986f86,negar él,acl
b2fb8020-e88a-47d6-912f-d1d8ba232123,incluir,ROOT
6ffe7edd-84fc-445d-a5cb-2a47cabff68e,hacer,acl
6ffe7edd-84fc-445d-a5cb-2a47cabff68e,establecer,ROOT
8d223fca-b7d3-4832-a0c3-c46ee4dc4c28,ofrecer,ROOT
423a234e-1ac0-4514-a753-bc70fb79e801,discriminar,ROOT
db78943c-f892-4471-9f42-73065b3adc26,contener,ROOT
811bae51-8e4c-4ff0-8207-68bba2e72d05,poner él,acl
f8fa86fe-b27c-4612-98d9-384d20fe7f18,obtener,acl
22278043-2269-4209-8d71-b0c35c66024a,seguir,acl
a1ec918a-45e0-4284-b659-238377f2c693,transportar,acl
6d37ac1f-59ab-426f-b16d-4758abe3e220,pactar,ROOT
1169568a-dfc0-4cf0-97b4-0cd94eb2b2ff,involucrar,advcl
1169568a-dfc0-4cf0-97b4-0cd94eb2b2ff,tener,ROOT
1169568a-dfc0-4cf0-97b4-0cd94eb2b2ff,suscribir,acl
1169568a-dfc0-4cf0-97b4-0cd94eb2b2ff,delegar,conj
1169568a-dfc0-4cf0-97b4-0cd94eb2b2ff,actuar,advcl
a7540933-7c86-45e7-a7ff-5a889139cf04,asumir,ROOT
dd10bfd0-e812-4a5e-b0ad-d7714dac59f8,ofrecer él,advcl
dd10bfd0-e812-4a5e-b0ad-d7714dac59f8,tener,ROOT
0cab5136-4f3c-4030-916e-a32870ce7b54,precisar,ROOT
0cab5136-4f3c-4030-916e-a32870ce7b54,ampliar,conj
9a935c39-c930-4e0e-9d70-bad4315e19c0,incluir,ROOT
f757c865-4b91-4b58-bac9-e6006d2d3ec9,establecer,ROOT
f757c865-4b91-4b58-bac9-e6006d2d3ec9,ceder,xcomp
f757c865-4b91-4b58-bac9-e6006d2d3ec9,efectuar,advcl
afc34f82-7333-4354-8020-d315ea1f763f,prestar,ROOT
e79fdf68-6cfe-428a-9161-38b013e4db36,prestar,acl
e79fdf68-6cfe-428a-9161-38b013e4db36,implicar,conj
e79fdf68-6cfe-428a-9161-38b013e4db36,dueńo,ccomp
706781ac-ca96-49a5-8175-b64cceea88dc,almacenar,ROOT
a0257acb-064b-47d9-9d95-0555b797b8ab,responsabilizar,acl
a0257acb-064b-47d9-9d95-0555b797b8ab,entregar,xcomp
a0257acb-064b-47d9-9d95-0555b797b8ab,tomar,xcomp
a0257acb-064b-47d9-9d95-0555b797b8ab,necesitar,advcl
69ac1060-22ae-4644-88d5-67fbcadd7a9e,entregar,advcl
69ac1060-22ae-4644-88d5-67fbcadd7a9e,tomar,xcomp
69ac1060-22ae-4644-88d5-67fbcadd7a9e,cumplir,ROOT
c6a3720b-8623-4065-b390-af1e9588def8,implementar,ROOT
c6a3720b-8623-4065-b390-af1e9588def8,poner,acl
69a96de1-054e-48be-a12a-8809fae41e7d,incluir,acl
f4200d32-8edd-4e93-8944-d1af7255a66b,incluir,acl
dab55cf6-4ef1-463d-9410-8d52bb02d278,incluir,acl
ec9f5dd6-2983-492d-94e6-f21d19c4aaaf,permitir,ROOT
ec9f5dd6-2983-492d-94e6-f21d19c4aaaf,conformar,advcl
f230ac48-82fb-40a8-bd81-d7d00b419fbe,asegurar,acl
f230ac48-82fb-40a8-bd81-d7d00b419fbe,estandarizar,ROOT
8429d991-1faf-4a37-9980-280b62e56de6,considerar,advcl
8429d991-1faf-4a37-9980-280b62e56de6,centralizar él,ROOT
8429d991-1faf-4a37-9980-280b62e56de6,integrar él,conj
525a00d4-e9ff-4664-ae50-9320a150c262,disponer,ROOT
ccc26d92-3766-4b80-a0ae-fc40d8ce45ee,considerar,advcl
ccc26d92-3766-4b80-a0ae-fc40d8ce45ee,efectuar él,ROOT
ccc26d92-3766-4b80-a0ae-fc40d8ce45ee,realizar,acl
9d4f3847-cfc1-4b11-8dbe-c0132ef55180,tener,acl
9d4f3847-cfc1-4b11-8dbe-c0132ef55180,comercializar,ROOT
06617bd2-b03f-4896-b343-4df4e5b66cd5,dar,ROOT
06617bd2-b03f-4896-b343-4df4e5b66cd5,iniciar él,acl
0775a740-7822-43f2-95ea-92f803486fa9,liberar,ROOT
0775a740-7822-43f2-95ea-92f803486fa9,utilizar,acl
1151e853-257f-4b3f-b7f3-4d8b94d7ff55,liberar,acl
1151e853-257f-4b3f-b7f3-4d8b94d7ff55,indicar,ROOT
1151e853-257f-4b3f-b7f3-4d8b94d7ff55,exceptuar,advcl
40e6835b-26ad-4168-aed9-4392498e2173,publicar,ROOT
40e6835b-26ad-4168-aed9-4392498e2173,liberar,acl
6b6d7b96-cc2f-469b-98b3-23540e4f4dd2,publicar,ROOT
6235626f-af19-4789-989d-4f2f8215cb5f,adquirir,ROOT
7a6b18a1-b4ae-4a9e-b55c-9b56e2360ecf,garantizar,ROOT
10f2fd34-23f6-40f5-9b3c-4bfdaabd61f3,efectuar,advcl
10f2fd34-23f6-40f5-9b3c-4bfdaabd61f3,cambiar,ROOT
fa0bc90f-5af1-4353-ae1c-deda263de882,realizar él,ROOT
